Id,OrderId,ProductId,UnitPrice,Quantity,Discount
984,374,19,9.2,5,0
985,374,23,9,10,0
986,374,70,15,20,0
987,374,71,21.5,15,0
988,375,2,19,20,0
989,375,68,12.5,18,0.2
990,376,14,23.25,21,0
991,376,19,9.2,15,0.1
992,376,21,10,25,0.1
993,376,24,4.5,3,0
994,376,35,18,30,0.1
995,377,28,45.6,10,0
996,377,29,123.79,6,0
997,377,44,19.45,10,0
998,378,14,23.25,3,0
999,378,42,14,5,0
1000,378,60,34,10,0
1001,379,53,32.8,12,0
1002,379,60,34,20,0
1003,379,71,21.5,20,0
1004,380,62,49.3,15,0
1005,380,73,15,35,0.15
1006,381,1,18,25,0
1007,382,29,123.79,20,0
1008,382,64,33.25,9,0
1009,383,55,24,12,0.05
1010,383,76,18,35,0
1011,384,75,7.75,8,0.1
1012,385,2,19,30,0.05
1013,385,33,2.5,20,0.05
1014,386,12,38,36,0.15
1015,386,13,6,13,0.15
1016,386,26,31.23,35,0.15
1017,386,62,49.3,80,0.15
1018,387,7,30,35,0
1019,387,18,62.5,50,0
1020,387,51,53,15,0
1021,387,75,7.75,2,0
1022,388,4,22,10,0.1
1023,388,5,21.35,15,0.1
1024,388,22,21,40,0
1025,389,4,22,25,0
1026,389,58,13.25,6,0
1027,390,11,21,10,0
1028,390,50,16.25,25,0.05
1029,390,56,38,60,0.05
1030,391,45,9.5,20,0
1031,391,65,21.05,21,0
1032,391,72,34.8,60,0
1033,392,18,62.5,8,0
1034,393,69,36,20,0.25
1035,393,70,15,15,0.25
1036,394,2,19,50,0
1037,394,40,18.4,60,0
1038,395,21,10,30,0.2
1039,395,61,28.5,20,0.2
1040,396,28,45.6,15,0.25
1041,396,39,18,21,0.25
1042,396,46,12,2,0.25
1043,397,18,62.5,4,0.1
1044,397,43,46,20,0
1045,397,46,12,21,0.1
1046,398,18,62.5,20,0
1047,398,36,19,15,0
1048,399,1,18,15,0.25
1049,399,10,31,18,0.25
1050,399,71,21.5,30,0.25
1051,399,77,13,35,0.25
1052,400,19,9.2,30,0
1053,400,39,18,20,0
1054,401,22,21,15,0
1055,401,24,4.5,15,0.15
1056,402,28,45.6,20,0
1057,402,72,34.8,15,0
1058,403,30,25.89,30,0
1059,403,53,32.8,25,0.05
1060,403,54,7.45,30,0
1061,404,19,9.2,12,0.25
1062,404,22,21,20,0.25
1063,405,30,25.89,2,0.25
1064,405,42,14,20,0
1065,406,16,17.45,30,0.1
1066,406,60,34,20,0.1
1067,407,4,22,12,0.1
1068,407,39,18,20,0.1
1069,407,54,7.45,6,0.1
1070,408,41,9.65,20,0.2
1071,409,14,23.25,3,0.1
1072,409,44,19.45,28,0.1
1073,409,47,9.5,6,0.1
1074,410,15,15.5,50,0
1075,410,41,9.65,24,0
1076,410,46,12,45,0
1077,410,47,9.5,10,0
1078,410,56,38,45,0
1079,410,60,34,30,0
1080,411,21,10,60,0
1081,411,40,18.4,70,0.05
1082,411,60,34,55,0.05
1083,411,77,13,70,0.05
1084,412,31,12.5,20,0.05
1085,412,40,18.4,24,0.05
1086,412,70,15,40,0.05
1087,413,20,81,21,0
1088,414,39,18,3,0.2
1089,414,58,13.25,49,0.2
1090,415,68,12.5,10,0
1091,416,40,18.4,30,0.05
1092,416,42,14,30,0.05
1093,416,51,53,20,0.05
1094,417,10,31,24,0.15
1095,417,56,38,12,0.15
1096,417,65,21.05,15,0.15
1097,418,51,53,20,0
1098,418,59,55,1,0
1099,418,76,18,10,0
1100,419,29,123.79,36,0
1101,419,65,21.05,10,0
1102,420,69,36,45,0.2
1103,420,71,21.5,14,0.2
1104,421,31,12.5,8,0.1
1105,421,55,24,4,0.1
1106,421,64,33.25,15,0.1
1107,422,36,19,30,0
1108,423,23,9,32,0
1109,423,46,12,60,0
1110,423,67,14,25,0
1111,423,73,15,50,0
1112,423,75,7.75,25,0
1113,424,16,17.45,10,0
1114,424,62,49.3,10,0
1115,424,65,21.05,12,0
1116,425,38,263.5,15,0.1
1117,425,71,21.5,12,0
1118,426,16,17.45,3,0
1119,426,42,14,6,0
1120,426,43,46,6,0
1121,427,23,9,5,0
1122,428,14,23.25,30,0
1123,428,53,32.8,10,0
1124,428,58,13.25,30,0
1125,429,10,31,2,0
1126,429,19,9.2,7,0
1127,429,44,19.45,21,0
1128,430,26,31.23,30,0.15
1129,430,33,2.5,8,0.15
1130,431,12,38,100,0
1131,431,33,2.5,30,0
1132,431,41,9.65,120,0
1133,431,54,7.45,30,0
1134,432,59,55,12,0
1135,433,16,17.45,50,0.25
1136,433,31,12.5,20,0.25
1137,433,42,14,40,0.25
1138,434,19,9.2,30,0.1
1139,434,21,10,12,0.1
1140,434,64,33.25,28,0
1141,435,33,2.5,30,0
1142,435,66,17,4,0
1143,435,75,7.75,30,0
1144,436,52,7,9,0
1145,437,40,18.4,20,0
1146,437,47,9.5,40,0
1147,437,60,34,30,0
1148,438,10,31,20,0
1149,438,41,9.65,4,0
1150,438,47,9.5,15,0
1151,439,17,39,30,0.2
1152,439,26,31.23,15,0
1153,440,9,97,50,0.25
1154,440,29,123.79,10,0
1155,440,36,19,6,0.25
1156,441,10,31,18,0.1
1157,441,28,45.6,60,0.1
1158,441,34,14,14,0
1159,442,1,18,35,0.25
1160,443,56,38,20,0.25
1161,443,77,13,30,0.25
1162,444,1,18,30,0
1163,444,29,123.79,40,0
1164,444,43,46,40,0
1165,444,44,19.45,24,0
1166,444,62,49.3,48,0
1167,445,63,43.9,20,0
1168,446,9,97,6,0
1169,446,54,7.45,60,0.15
1170,446,69,36,30,0.15
1171,446,73,15,15,0.15
1172,447,7,30,90,0
1173,447,59,55,25,0
1174,447,70,15,50,0
1175,448,8,40,10,0
1176,448,12,38,4,0
1177,448,24,4.5,20,0
1178,449,17,39,20,0
1179,449,46,12,18,0
1180,450,19,9.2,7,0.25
1181,450,35,18,9,0.25
1182,450,58,13.25,30,0.25
1183,450,70,15,30,0.25
1184,451,11,21,15,0
1185,451,17,39,8,0.05
1186,451,29,123.79,12,0.05
1187,451,65,21.05,65,0.05
1188,451,70,15,8,0.05
1189,452,47,9.5,12,0
1190,453,1,18,5,0.2
1191,453,34,14,12,0.2
1192,453,68,12.5,40,0.2
1193,453,71,21.5,60,0.2
1194,454,59,55,42,0.15
1195,454,71,21.5,20,0.15
1196,454,76,18,35,0.15
1197,455,3,10,6,0
1198,455,76,18,15,0
1199,456,2,19,5,0
1200,456,59,55,35,0
1201,456,73,15,35,0
1202,457,4,22,6,0
1203,457,24,4.5,35,0
1204,457,48,12.75,24,0
1205,458,31,12.5,20,0
1206,458,32,32,4,0
1207,459,16,17.45,20,0
1208,459,43,46,24,0
1209,459,59,55,8,0
1210,460,55,24,21,0
1211,460,57,19.5,40,0
1212,460,70,15,28,0.15
1213,461,5,21.35,4,0
1214,461,36,19,5,0
1215,462,8,40,40,0
1216,462,51,53,28,0
1217,462,60,34,10,0
1218,463,19,9.2,5,0
1219,463,47,9.5,5,0
1220,464,19,9.2,12,0
1221,464,41,9.65,42,0
1222,464,53,32.8,120,0
1223,465,53,32.8,3,0.05
1224,465,56,38,30,0
1225,466,10,31,18,0
1226,466,26,31.23,30,0
1227,466,45,9.5,110,0
1228,466,46,12,24,0
1229,467,2,19,30,0.25
1230,467,17,39,27,0.25
1231,467,47,9.5,50,0.25
1232,467,56,38,18,0.25
1233,467,58,13.25,12,0.25
1234,468,10,31,21,0
1235,468,71,21.5,30,0
1236,469,21,10,5,0
1237,469,51,53,7,0
1238,469,61,28.5,10,0
1239,470,21,10,32,0.05
1240,470,54,7.45,15,0
1241,470,69,36,25,0.05
1242,471,12,38,36,0
1243,471,16,17.45,20,0
1244,471,36,19,40,0
1245,471,62,49.3,20,0
1246,472,18,62.5,12,0.25
1247,472,30,25.89,3,0.25
1248,472,54,7.45,40,0.25
1249,473,35,18,21,0
1250,473,71,21.5,8,0
1251,474,44,19.45,50,0.05
1252,475,2,19,3,0
1253,475,31,12.5,50,0
1254,475,68,12.5,45,0
1255,475,75,7.75,42,0
1256,476,26,31.23,15,0
1257,477,10,31,16,0
1258,477,61,28.5,5,0
1259,478,41,9.65,12,0
1260,478,52,7,4,0
1261,478,55,24,6,0
1262,479,4,22,25,0
1263,479,11,21,5,0
1264,480,17,39,20,0.05
1265,480,56,38,10,0.05
1266,480,59,55,10,0.05
1267,481,30,25.89,15,0
1268,481,40,18.4,6,0
1269,481,55,24,12,0
1270,481,60,34,15,0
1271,482,1,18,50,0
1272,482,21,10,30,0
1273,482,50,16.25,40,0
1274,483,16,17.45,15,0.05
1275,483,31,12.5,3,0.05
1276,483,65,21.05,10,0.05
1277,484,21,10,40,0.05
1278,484,51,53,30,0.05
1279,485,76,18,20,0
1280,486,14,23.25,16,0
1281,486,28,45.6,20,0
1282,486,52,7,25,0
1283,487,6,25,30,0
1284,487,30,25.89,15,0
1285,487,76,18,20,0
1286,488,61,28.5,20,0.1
1287,488,77,13,2,0.1
1288,489,65,21.05,40,0
1289,489,75,7.75,20,0
1290,490,13,6,4,0
1291,490,41,9.65,12,0
1292,491,16,17.45,3,0
1293,492,36,19,6,0
1294,492,52,7,18,0
1295,493,28,45.6,5,0.2
1296,493,35,18,35,0.2
1297,493,45,9.5,40,0.2
1298,493,56,38,14,0.2
1299,494,2,19,15,0.2
1300,495,3,10,20,0
1301,495,60,34,50,0
1302,495,72,34.8,35,0
1303,496,46,12,28,0.05
1304,497,40,18.4,50,0.2
1305,498,18,62.5,24,0
1306,498,44,19.45,16,0
1307,498,59,55,45,0
1308,498,72,34.8,7,0
1309,499,13,6,6,0
1310,499,42,14,28,0
1311,499,62,49.3,9,0
1312,499,69,36,40,0
1313,500,31,12.5,8,0
1314,500,41,9.65,35,0
1315,500,63,43.9,9,0
1316,500,69,36,30,0
1317,501,23,9,44,0
1318,501,40,18.4,40,0
1319,501,56,38,28,0
1320,502,56,38,15,0
1321,502,59,55,6,0
1322,502,76,18,10,0
1323,503,14,23.25,5,0.15
1324,503,45,9.5,40,0.15
1325,503,59,55,25,0.15
1326,504,26,31.23,12,0.1
1327,504,30,25.89,30,0
1328,504,50,16.25,20,0.1
1329,504,73,15,15,0
1330,505,1,18,8,0
1331,505,69,36,3,0
1332,506,45,9.5,4,0
1333,506,74,10,5,0
1334,507,40,18.4,3,0
1335,508,47,9.5,30,0.25
1336,508,56,38,30,0.25
1337,508,57,19.5,14,0.25
1338,508,69,36,25,0.25
1339,509,18,62.5,21,0.2
1340,509,36,19,20,0.2
1341,509,68,12.5,6,0.2
1342,509,69,36,20,0.2
1343,510,34,14,30,0
1344,510,59,55,7,0
1345,510,62,49.3,30,0
1346,510,64,33.25,24,0
1347,511,26,31.23,20,0
1348,511,52,7,60,0
1349,511,70,15,40,0
1350,512,32,32,10,0
1351,513,25,14,12,0.25
1352,513,27,43.9,40,0
1353,513,43,46,30,0.25
1354,514,25,14,35,0.25
1355,514,75,7.75,18,0
1356,515,39,18,16,0
1357,515,47,9.5,30,0
1358,515,51,53,28,0
1359,515,56,38,60,0
1360,516,21,10,40,0
1361,516,22,21,6,0
1362,516,24,4.5,20,0
1363,517,3,10,20,0.1
1364,517,39,18,130,0.1
1365,518,65,21.05,80,0.1
1366,519,2,19,40,0
1367,519,7,30,35,0
1368,519,68,12.5,40,0
1369,520,42,14,2,0
1370,521,22,21,4,0
1371,521,31,12.5,50,0
1372,521,60,34,15,0
1373,521,71,21.5,12,0
1374,522,41,9.65,30,0.05
1375,522,52,7,15,0.05
1376,522,61,28.5,20,0
1377,522,62,49.3,15,0
1378,523,11,21,15,0.25
1379,524,71,21.5,16,0
1380,525,29,123.79,18,0
1381,525,59,55,25,0
1382,526,17,39,33,0
1383,526,31,12.5,70,0.2
1384,526,75,7.75,7,0.2
1385,527,31,12.5,2,0.25
1386,527,66,17,50,0
1387,528,10,31,6,0
1388,528,67,14,3,0
1389,529,31,12.5,16,0.05
1390,529,42,14,12,0.05
1391,529,45,9.5,27,0.05
1392,529,51,53,120,0.05
1393,530,42,14,20,0.2
1394,531,41,9.65,10,0
1395,532,16,17.45,20,0
1396,532,62,49.3,20,0
1397,533,70,15,35,0
1398,533,77,13,15,0
1399,534,54,7.45,3,0.2
1400,534,56,38,20,0.2
1401,534,74,10,35,0
1402,535,31,12.5,1,0
1403,536,31,12.5,10,0
1404,536,38,263.5,5,0
1405,537,36,19,30,0
1406,537,39,18,2,0.15
1407,537,72,34.8,30,0.15
1408,538,10,31,10,0
1409,538,75,7.75,10,0
1410,539,8,40,30,0.2
1411,539,30,25.89,15,0.2
1412,539,75,7.75,42,0.2
1413,540,2,19,15,0.05
1414,540,29,123.79,20,0.05
1415,541,19,9.2,50,0.05
1416,541,75,7.75,40,0.05
1417,542,18,62.5,30,0
1418,542,35,18,15,0
1419,542,63,43.9,30,0
1420,542,68,12.5,18,0
1421,543,7,30,3,0.15
1422,543,56,38,20,0.15
1423,544,29,123.79,14,0.05
1424,544,41,9.65,20,0.05
1425,545,2,19,10,0
1426,545,54,7.45,3,0
1427,545,68,12.5,15,0
1428,546,41,9.65,14,0
1429,546,52,7,8,0
1430,547,14,23.25,15,0.2
1431,547,54,7.45,6,0.2
1432,548,16,17.45,65,0
1433,548,17,39,35,0.25
1434,549,26,31.23,21,0.2
1435,549,44,19.45,10,0
1436,549,64,33.25,35,0.2
1437,549,69,36,24,0.2
1438,550,11,21,20,0
1439,551,62,49.3,2,0
1440,551,72,34.8,10,0
1441,552,13,6,20,0.15
1442,552,24,4.5,20,0.15
1443,552,59,55,25,0
1444,553,11,21,50,0.1
1445,553,51,53,10,0.1
1446,553,54,7.45,7,0.1
1447,554,17,39,40,0.25
1448,554,29,123.79,20,0.25
1449,555,30,25.89,25,0.25
1450,555,51,53,30,0.25
1451,555,55,24,60,0.25
1452,555,62,49.3,5,0.25
1453,556,19,9.2,24,0.05
1454,556,25,14,15,0.05
1455,556,59,55,15,0.05
1456,557,10,31,36,0
1457,557,28,45.6,24,0
1458,557,49,20,4,0.15
1459,558,34,14,10,0
1460,558,38,263.5,10,0
1461,559,2,19,20,0.25
1462,559,65,21.05,2,0
1463,559,74,10,15,0.25
1464,560,40,18.4,1,0
1465,561,56,38,20,0.15
1466,561,76,18,50,0.15
1467,562,52,7,20,0
1468,563,13,6,7,0
1469,563,25,14,5,0
1470,563,70,15,5,0
1471,564,19,9.2,15,0
1472,564,23,9,18,0
1473,564,40,18.4,30,0
1474,565,31,12.5,16,0.1
1475,565,72,34.8,40,0.1
1476,565,77,13,20,0
1477,566,2,19,12,0.2
1478,566,46,12,35,0
1479,567,41,9.65,20,0
1480,567,43,46,20,0.15
1481,567,48,12.75,8,0.15
1482,567,61,28.5,30,0.15
1483,568,33,2.5,16,0
1484,569,38,263.5,30,0.05
1485,569,62,49.3,20,0.05
1486,570,26,31.23,40,0.15
1487,570,38,263.5,30,0
1488,570,40,18.4,60,0.15
1489,570,62,49.3,25,0.15
1490,571,32,32,20,0
1491,571,41,9.65,20,0
1492,572,43,46,7,0
1493,572,75,7.75,20,0
1494,573,56,38,30,0
1495,574,35,18,20,0
1496,574,51,53,6,0
1497,575,62,49.3,3,0
1498,575,70,15,6,0
1499,576,11,21,20,0.1
1500,576,57,19.5,15,0
1501,576,59,55,40,0.1
1502,576,77,13,15,0.1
1503,577,41,9.65,12,0
1504,577,70,15,9,0
1505,578,26,31.23,12,0
1506,578,53,32.8,20,0
1507,579,31,12.5,35,0
1508,579,57,19.5,15,0
1509,580,10,31,15,0
1510,580,39,18,21,0
1511,581,20,81,5,0
1512,581,38,263.5,2,0
1513,582,2,19,10,0
1514,582,8,40,20,0
1515,582,13,6,10,0
1516,582,60,34,21,0
1517,583,6,25,6,0
1518,583,39,18,28,0
1519,583,60,34,30,0
1520,583,68,12.5,24,0
1521,584,19,9.2,2,0
1522,584,35,18,8,0
1523,584,38,263.5,8,0
1524,584,43,46,9,0
1525,585,13,6,3,0.2
1526,585,25,14,10,0.2
1527,585,44,19.45,16,0.2
1528,585,64,33.25,3,0
1529,586,7,30,20,0.1
1530,586,31,12.5,9,0.1
1531,586,53,32.8,9,0.1
1532,587,29,123.79,8,0.05
1533,587,30,25.89,20,0.05
1534,588,59,55,15,0
1535,588,77,13,2,0.2
1536,589,22,21,52,0
1537,589,35,18,6,0
1538,589,57,19.5,24,0
1539,589,60,34,60,0
1540,589,64,33.25,30,0
1541,590,13,6,6,0
1542,590,40,18.4,25,0
1543,590,47,9.5,40,0.25
1544,590,76,18,21,0.25
1545,591,1,18,4,0.25
1546,591,18,62.5,25,0.25
1547,591,36,19,50,0.25
1548,592,58,13.25,30,0.1
1549,592,72,34.8,15,0.1
1550,593,25,14,6,0.2
1551,593,39,18,10,0.2
1552,594,10,31,16,0
1553,594,56,38,30,0
1554,594,59,55,50,0
1555,594,77,13,15,0
1556,595,11,21,15,0
1557,595,43,46,5,0
1558,595,68,12.5,20,0
1559,595,70,15,12,0
1560,596,51,53,4,0.25
1561,597,22,21,35,0
1562,598,23,9,70,0.1
1563,598,35,18,25,0.1
1564,598,42,14,42,0.1
1565,598,58,13.25,60,0.1
1566,598,64,33.25,48,0
1567,599,4,22,21,0
1568,599,70,15,30,0
1569,599,74,10,20,0
1570,600,1,18,80,0.2
1571,600,19,9.2,12,0.2
1572,600,37,26,60,0.2
1573,600,45,9.5,36,0.2
1574,600,60,34,45,0.2
1575,600,71,21.5,55,0.2
1576,601,5,21.35,30,0
1577,601,9,97,3,0
1578,602,3,10,49,0
1579,602,26,31.23,18,0.15
1580,603,25,14,20,0.15
1581,603,33,2.5,4,0.15
1582,603,70,15,30,0.15
1583,604,2,19,5,0.05
1584,604,25,14,10,0.05
1585,604,57,19.5,10,0.05
1586,604,59,55,42,0.05
1587,605,2,19,15,0
1588,605,17,39,6,0
1589,605,62,49.3,50,0
1590,606,18,62.5,10,0
1591,607,10,31,100,0.15
1592,607,13,6,65,0.15
1593,608,16,17.45,50,0
1594,608,31,12.5,14,0
1595,608,56,38,24,0
1596,608,65,21.05,15,0.15
1597,609,2,19,20,0
1598,609,42,14,20,0
1599,610,3,10,30,0
1600,610,26,31.23,35,0.25
1601,610,29,123.79,10,0.25
1602,611,7,30,5,0
1603,611,27,43.9,10,0
1604,611,70,15,4,0
1605,612,24,4.5,40,0.25
1606,612,54,7.45,35,0.25
1607,612,64,33.25,30,0.25
1608,613,51,53,3,0
1609,613,76,18,20,0
1610,614,17,39,42,0
1611,614,18,62.5,20,0
1612,614,21,10,40,0
1613,614,33,2.5,35,0
1614,614,62,49.3,3,0
1615,615,11,21,25,0
1616,615,52,7,8,0
1617,616,1,18,20,0.15
1618,616,58,13.25,12,0.15
1619,617,35,18,4,0
1620,617,67,14,15,0
1621,618,38,263.5,60,0.05
1622,618,39,18,80,0.05
1623,619,2,19,21,0.25
1624,619,24,4.5,6,0.25
1625,619,30,25.89,40,0.25
1626,620,53,32.8,3,0
1627,621,26,31.23,20,0
1628,621,35,18,30,0
1629,621,49,20,42,0.1
1630,622,1,18,40,0
1631,622,11,21,10,0
1632,622,23,9,50,0
1633,622,68,12.5,20,0
1634,623,35,18,3,0
1635,623,51,53,2,0
1636,624,6,25,50,0.05
1637,624,16,17.45,12,0.05
1638,624,17,39,16,0.05
1639,625,55,24,10,0.05
1640,625,62,49.3,20,0.05
1641,625,64,33.25,15,0.05
1642,625,65,21.05,21,0.05
1643,626,21,10,20,0
1644,626,28,45.6,3,0
1645,627,10,31,10,0
1646,628,19,9.2,25,0
1647,628,47,9.5,21,0.1
1648,628,49,20,15,0
1649,629,46,12,21,0
1650,629,64,33.25,20,0
1651,630,16,17.45,30,0.25
1652,630,18,62.5,25,0
1653,631,20,81,20,0.05
1654,632,40,18.4,12,0
1655,632,65,21.05,10,0
1656,632,76,18,10,0
1657,633,23,9,30,0.2
1658,633,61,28.5,30,0.2
1659,633,70,15,50,0.2
1660,634,73,15,10,0
1661,635,42,14,25,0
1662,635,49,20,20,0.15
1663,635,54,7.45,32,0.15
1664,636,24,4.5,8,0
1665,637,21,10,40,0.05
1666,637,56,38,21,0.05
1667,637,65,21.05,12,0.05
1668,638,2,19,20,0
1669,638,24,4.5,12,0
1670,638,70,15,30,0
1671,638,77,13,25,0
1672,639,10,31,70,0
1673,639,31,12.5,35,0
1674,639,77,13,40,0
1675,640,25,14,5,0
1676,641,2,19,20,0
1677,641,68,12.5,18,0
1678,642,11,21,40,0
1679,642,38,263.5,40,0
1680,643,17,39,15,0
1681,643,34,14,10,0
1682,643,41,9.65,14,0
1683,644,30,25.89,15,0.05
1684,645,59,55,40,0.05
1685,646,8,40,30,0
1686,646,24,4.5,10,0
1687,646,29,123.79,24,0
1688,646,30,25.89,35,0
1689,646,36,19,20,0
1690,647,13,6,28,0.05
1691,647,69,36,50,0.05
1692,647,75,7.75,120,0.05
1693,648,24,4.5,110,0
1694,648,39,18,45,0
1695,648,40,18.4,91,0
1696,648,60,34,100,0
1697,649,45,9.5,15,0
1698,649,56,38,16,0
1699,650,29,123.79,80,0
1700,650,30,25.89,36,0
1701,651,13,6,5,0
1702,652,39,18,8,0.15
1703,653,70,15,3,0.25
1704,654,41,9.65,30,0
1705,654,71,21.5,30,0
1706,655,55,24,30,0.15
1707,655,62,49.3,6,0.15
1708,656,13,6,40,0
1709,656,65,21.05,21,0
1710,656,68,12.5,20,0
1711,657,58,13.25,15,0
1712,657,62,49.3,35,0
1713,658,1,18,20,0.05
1714,659,61,28.5,15,0
1715,660,75,7.75,14,0
1716,661,7,30,20,0.05
1717,661,52,7,14,0.05
1718,662,7,30,12,0
1719,662,16,17.45,15,0
1720,662,41,9.65,5,0
1721,663,19,9.2,12,0
1722,663,49,20,10,0
1723,663,61,28.5,5,0
1724,664,1,18,10,0
1725,664,17,39,12,0
1726,664,67,14,15,0
1727,665,11,21,40,0.25
1728,665,29,123.79,60,0.25
1729,666,4,22,30,0.25
1730,666,33,2.5,40,0.25
1731,666,58,13.25,15,0
1732,667,71,21.5,25,0
1733,668,17,39,10,0
1734,668,33,2.5,30,0
1735,668,54,7.45,10,0
1736,669,16,17.45,6,0
1737,669,32,32,6,0
1738,669,57,19.5,20,0
1739,670,30,25.89,1,0
1740,670,60,34,10,0
1741,671,1,18,60,0.25
1742,671,60,34,25,0.25
1743,672,16,17.45,24,0
1744,672,25,14,24,0
1745,672,40,18.4,20,0
1746,673,50,16.25,24,0
1747,674,35,18,10,0
1748,674,63,43.9,40,0
1749,675,17,39,15,0
1750,675,24,4.5,35,0
1751,676,42,14,10,0.2
1752,676,43,46,10,0.2
1753,676,67,14,24,0.2
1754,677,10,31,20,0.1
1755,677,28,45.6,30,0.1
1756,677,75,7.75,6,0
1757,678,36,19,25,0.15
1758,678,52,7,12,0.15
1759,679,11,21,2,0
1760,679,13,6,10,0
1761,679,19,9.2,7,0
1762,679,72,34.8,10,0
1763,680,20,81,5,0
1764,680,52,7,5,0
1765,680,76,18,20,0
1766,681,47,9.5,5,0
1767,681,76,18,5,0
1768,682,21,10,60,0
1769,682,75,7.75,49,0
1770,682,77,13,15,0
1771,683,21,10,36,0
1772,683,27,43.9,25,0
1773,683,55,24,25,0.2
1774,683,58,13.25,30,0.2
1775,684,13,6,42,0.15
1776,684,57,19.5,30,0
1777,685,16,17.45,30,0.1
1778,685,62,49.3,14,0.1
1779,685,72,34.8,16,0
1780,685,75,7.75,20,0.1
1781,686,53,32.8,2,0
1782,686,61,28.5,30,0
1783,687,6,25,20,0
1784,688,1,18,21,0
1785,688,18,62.5,4,0.25
1786,688,23,9,8,0.25
1787,689,36,19,30,0.2
1788,690,28,45.6,8,0
1789,690,34,14,20,0
1790,691,13,6,20,0.25
1791,691,43,46,24,0.25
1792,691,60,34,49,0.25
1793,691,71,21.5,35,0.25
1794,692,2,19,10,0.15
1795,692,67,14,40,0.15
1796,693,7,30,8,0
1797,693,13,6,20,0
1798,694,31,12.5,44,0.25
1799,694,62,49.3,30,0.25
1800,694,68,12.5,80,0.25
1801,694,72,34.8,50,0
1802,695,49,20,28,0
1803,696,13,6,15,0
1804,696,22,21,21,0
1805,696,46,12,15,0
1806,697,11,21,5,0.25
1807,697,44,19.45,18,0.25
1808,697,56,38,18,0
1809,698,13,6,20,0
1810,698,31,12.5,10,0
1811,699,10,31,25,0
1812,699,24,4.5,25,0
1813,699,77,13,40,0
1814,700,59,55,4,0
1815,701,50,16.25,9,0
1816,701,51,53,40,0
1817,701,55,24,4,0
1818,702,6,25,12,0
1819,702,10,31,30,0
1820,702,17,39,6,0
1821,702,62,49.3,60,0
1822,703,4,22,5,0
1823,704,33,2.5,15,0.05
1824,704,41,9.65,6,0.05
1825,704,75,7.75,50,0.05
1826,705,6,25,16,0.05
1827,705,28,45.6,2,0
1828,706,20,81,50,0.05
1829,706,31,12.5,50,0.05
1830,707,16,17.45,28,0.15
1831,707,31,12.5,25,0.15
1832,707,45,9.5,30,0
1833,707,60,34,24,0.15
1834,708,75,7.75,12,0.2
1835,709,21,10,12,0
1836,709,47,9.5,14,0
1837,709,51,53,8,0
1838,710,30,25.89,30,0
1839,710,35,18,40,0
1840,710,64,33.25,8,0
1841,711,5,21.35,20,0
1842,711,7,30,6,0
1843,711,72,34.8,5,0
1844,712,75,7.75,20,0.15
1845,713,24,4.5,10,0.25
1846,713,41,9.65,24,0
1847,714,52,7,6,0.05
1848,714,76,18,60,0
1849,715,7,30,45,0
1850,715,13,6,77,0
1851,715,53,32.8,20,0
1852,715,69,36,9,0
1853,715,76,18,44,0
1854,716,60,34,2,0.15
1855,717,18,62.5,6,0
1856,717,38,263.5,5,0
1857,717,69,36,10,0
1858,718,51,53,16,0
1859,719,37,26,8,0
1860,719,56,38,12,0.15
1861,719,62,49.3,12,0.15
1862,720,19,9.2,12,0
1863,720,49,20,40,0
1864,721,12,38,30,0
1865,721,24,4.5,30,0
1866,721,64,33.25,4,0
1867,722,46,12,9,0
1868,723,52,7,40,0.2
1869,724,29,123.79,14,0
1870,725,17,39,6,0
1871,725,33,2.5,7,0
1872,726,26,31.23,5,0
1873,726,41,9.65,6,0
1874,726,75,7.75,10,0
1875,727,63,43.9,10,0
1876,728,8,40,16,0
1877,728,75,7.75,10,0
1878,729,28,45.6,20,0
1879,730,39,18,30,0
1880,730,47,9.5,30,0
1881,730,51,53,10,0
1882,730,63,43.9,20,0
1883,731,8,40,20,0.15
1884,731,21,10,40,0.15
1885,731,40,18.4,10,0
1886,731,44,19.45,6,0.15
1887,732,7,30,18,0
1888,732,12,38,20,0
1889,732,24,4.5,80,0
1890,732,27,43.9,30,0
1891,732,31,12.5,24,0
1892,732,63,43.9,35,0
1893,733,75,7.75,40,0.2
1894,734,38,263.5,60,0
1895,735,7,30,20,0
1896,735,43,46,9,0
1897,736,13,6,84,0.15
1898,736,57,19.5,15,0
1899,737,16,17.45,55,0
1900,737,24,4.5,20,0
1901,737,36,19,40,0
1902,738,16,17.45,36,0.1
1903,738,18,62.5,8,0.1
1904,738,32,32,35,0.1
1905,739,11,21,30,0
1906,739,20,81,15,0
1907,739,76,18,10,0
1908,739,77,13,15,0
1909,740,7,30,60,0
1910,740,43,46,6,0
1911,740,72,34.8,20,0
1912,741,7,30,60,0
1913,741,62,49.3,40,0.1
1914,742,6,25,40,0
1915,742,11,21,15,0
1916,742,41,9.65,4,0
1917,743,21,10,65,0
1918,743,34,14,60,0.15
1919,743,55,24,65,0.15
1920,743,61,28.5,66,0.15
1921,744,2,19,50,0.2
1922,744,70,15,20,0.2
1923,744,76,18,90,0.2
1924,745,72,34.8,2,0
1925,746,29,123.79,50,0.25
1926,746,41,9.65,35,0.25
1927,747,59,55,18,0.05
1928,748,51,53,20,0
1929,748,60,34,4,0
1930,749,42,14,40,0
1931,750,32,32,50,0
1932,750,46,12,20,0.25
1933,750,52,7,20,0.25
